id,name,general_daily_increase,weekend_and_holidays_daily_increase,work_days_daily_increase
003c832d084651a62af515b0a330eb55,239 - Avenida Antônio Batuira,2.988235294117647,2.7777777777777777,3.086206896551724
02940bf056c740f6a5631da6dfa0e936,114 - Rua Alvorada,13.141176470588235,8.0,15.53448275862069
0394a00c1c86470a59286c4389fd07f4,62 - Equador,3.0352941176470587,4.148148148148148,2.5172413793103448
0550eb4a3fe8ad2b4a47bcd87fa2c38a,238 - Avenida dos Semaneiros,17.705882352941178,15.37037037037037,18.79310344827586
060b7bd093ab6900379d311100e6c0d7,201 - Metro Sumaré,14.047058823529412,16.0,13.137931034482758
0653ceda4ca39f7d20d4e5f094f69490,216 - João Moura 328,13.564705882352941,13.444444444444445,13.620689655172415
0d7e10bba89bb1ee1d9ba77986f18e5b,236 - Praça Ernami Braga,15.611764705882353,11.925925925925926,17.32758620689655
109306b3a07c5984259ba470235f9402,58 - Mube,4.682352941176471,6.2592592592592595,3.9482758620689653
11edcdc74f826738908f3a61432f9e99,Estação Europa,0.32941176470588235,0.3333333333333333,0.3275862068965517
160414bc34f6010b07361044a0be9cc5,49 - Tapinás,23.235294117647058,18.074074074074073,25.637931034482758
17b7884d52c704aae95e9a73695d093f,Estação Pamplona,0.6823529411764706,0.8148148148148148,0.6206896551724138
17bd0aa2c441688fa27f293f6edadacb,Estação Brasil,0.4823529411764706,0.7037037037037037,0.3793103448275862
1b56f8b66f12485a71261e6cafd1bc7e,211 - Capote Valente,9.611764705882353,9.814814814814815,9.517241379310345
1b67ed170a4d0eb55cc4cd02048b6e60,46 - Rua General Fonseca Telles,3.8941176470588235,5.407407407407407,3.189655172413793
268b8fef3da2e1845192294c2d23bc9c,221 - Sampaio Vidal 27,11.588235294117647,10.037037037037036,12.310344827586206
279377798a8f6d4ad026fb518cbba9c3,Estação Parque Ibirapuera II,8.31764705882353,16.185185185185187,4.655172413793103
2a108e7706815bbfd04c91aa9b860783,214 - João Moura,12.2,12.851851851851851,11.89655172413793
2a136c0f48ad634c262dbf8ec60e2ce3,Estação Oscar Freire,1.2,1.5185185185185186,1.0517241379310345
2c75fd67d8fade3f07922aa448b07dd8,68 - Praça Nicolau Scarpa,7.435294117647059,6.222222222222222,8.0
2c8c7ba223a12aa424f570f944b3da21,21 - Parque do Povo portão 1,46.83783783783784,59.36363636363637,41.53846153846154
2edab360f96f8c6db1c9d520b3dd28df,65 - Rua Dr. João Pinheiro,2.458823529411765,4.148148148148148,1.6724137931034482
317091c983c9708b98358028cea1e56a,72 - Queluz,11.6,14.0,10.482758620689655
33142afea930cc3f6a84bebc9371b1db,122 - Rua Baluarte,22.91764705882353,15.88888888888889,26.189655172413794
